"","chromosome_name","start_position","end_position","hgnc_symbol"
"3604","7",116953238,117230176,"ST7"
"3605","10",88879734,88975153,"STAMBPL1"
"3606","7",38178245,38230670,"STARD3NL"
"3607","5",111510396,111739726,"STARD4-AS1"
"3608","17",42287547,42311943,"STAT5A"
"3609","17",42199176,42288633,"STAT5B"
"3610","8",73420004,73441526,"STAU2-AS1"
"3611","CHR_HSCHR17_1_CTG5",46098193,46098637,"STH"
"3612","17",45999250,45999694,"STH"
"3613","11",3854527,4093210,"STIM1"
"3614","4",26857601,27025381,"STIM2"
"3615","11",64185272,64204543,"STIP1"
"3616","1",36339624,36385924,"STK40"
"3617","9",121338987,121370304,"STOM"
"3618","10",68827531,68895432,"STOX1"
"3619","CHR_HG2198_PATCH",74179466,74212267,"STRA6"
"3620","15",74179466,74212267,"STRA6"
"3621","7",135231979,135258663,"STRA8"
"3622","12",15882387,15903478,"STRAP"
"3623","15",43599563,43618800,"STRC"
"3624","X",7147237,7804358,"STS"
"3625","7",40135005,40860763,"SUGCT"
"3626","9",33503655,33510711,"SUGT1P1"
"3627","13",40908159,40921656,"SUGT1P3"
"3628","4",69841212,69860145,"SULT1E1"
"3629","17",58345175,58353093,"SUPT4H1"
"3630","19",39436156,39476670,"SUPT5H"
"3631","10",69180234,69209099,"SUPV3L1"
"3632","17",30731886,30776402,"SUZ12P1"
"3633","12",108907741,109021068,"SVOP"
"3634","7",138594285,138701362,"SVOPL"
"3635","X",16719612,16765340,"SYAP1"
"3636","6",85607779,85644063,"SYNCRIP"
"3637","14",95407266,95516650,"SYNE3"
"3638","14",70326064,70417074,"SYNJ2BP-COX16"
"3639","5",150601080,150659207,"SYNPO"
"3640","4",118850688,119061247,"SYNPO2"
"3641","12",78863993,79452008,"SYT1"
"3642","1",202590596,202710454,"SYT2"
"3643","19",50621307,50639881,"SYT3"
"3644","18",43267892,43277535,"SYT4"
"3645","19",55171196,55180289,"SYT5"
"3646","1",114089291,114153880,"SYT6"
"3647","11",61513714,61581148,"SYT7"
"3648","CHR_HG28_PATCH",1828307,1837521,"SYT8"
"3649","11",1828307,1837521,"SYT8"
"3650","11",7238778,7469043,"SYT9"
"3651","6",132643312,132659182,"TAAR1"
"3652","6",132617022,132624275,"TAAR2"
"3653","6",132588592,132589741,"TAAR5"
"3654","6",132570322,132571359,"TAAR6"
"3655","6",132552672,132553756,"TAAR8"
"3656","6",132538277,132539336,"TAAR9"
"3657","18",26226445,26391685,"TAF4B"
"3658","6",159034468,159045152,"TAGAP"
"3659","11",117199370,117207464,"TAGLN"
"3660","CHR_HSCHR6_MHC_APD_CTG1",32884481,32893250,"TAP1"
"3661","CHR_HSCHR6_MHC_COX_CTG1",32767527,32776296,"TAP1"
"3662","CHR_HSCHR6_MHC_MANN_CTG1",32998969,33007738,"TAP1"
"3663","CHR_HSCHR6_MHC_SSTO_CTG1",32935926,32944695,"TAP1"
"3664","CHR_HSCHR6_MHC_MCF_CTG1",32878685,32887454,"TAP1"
"3665","CHR_HSCHR6_MHC_DBB_CTG1",32823186,32831955,"TAP1"
"3666","CHR_HSCHR6_MHC_QBL_CTG1",32773904,32782673,"TAP1"
"3667","6",32845209,32853816,"TAP1"
"3668","CHR_HSCHR6_MHC_APD_CTG1",32861254,32878050,"TAP2"
"3669","CHR_HSCHR6_MHC_SSTO_CTG1",32912700,32929495,"TAP2"
"3670","CHR_HSCHR6_MHC_MANN_CTG1",32975593,32992541,"TAP2"
"3671","CHR_HSCHR6_MHC_DBB_CTG1",32799958,32816755,"TAP2"
"3672","CHR_HSCHR6_MHC_COX_CTG1",32744153,32761098,"TAP2"
"3673","CHR_HSCHR6_MHC_QBL_CTG1",32750528,32767476,"TAP2"
"3674","CHR_HSCHR6_MHC_MCF_CTG1",32855328,32872254,"TAP2"
"3675","6",32821833,32838739,"TAP2"
"3676","12",6451690,6466517,"TAPBPL"
"3677","4",16226685,16320140,"TAPT1-AS1"
"3678","CHR_HSCHR12_2_CTG2",10996495,10997875,"TAS2R20"
"3679","CHR_HSCHR12_3_CTG2",10996484,10997864,"TAS2R20"
"3680","12",10995961,10998304,"TAS2R20"
"3681","16",71565660,71577092,"TAT"
"3682","17",62265017,62274115,"TBC1D3P2"
"3683","17",47694161,47712052,"TBKBP1"
"3684","17",61399843,61409466,"TBX2"
"3685","12",114670255,114684175,"TBX3"
"3686","CHR_HSCHR14_1_CTG1",91783410,91840185,"TC2N"
"3687","14",91779746,91867536,"TC2N"
"3688","1",54053584,54112519,"TCEANC2"
"3689","5",146447311,146511961,"TCERG1"
"3690","14",95650498,95679833,"TCL6"
"3691","5",150357629,150400308,"TCOF1"
"3692","21",32497967,32587373,"TCP10L"
"3693","3",49412212,49416476,"TCTA"
"3694","12",103965822,103988874,"TDG"
"3695","3",46574534,46582457,"TDGF1"
"3696","CHR_HG76_PATCH",8583129,8611938,"TDH"
"3697","8",11339637,11368452,"TDH"
"3698","11",12674421,12944737,"TEAD1"
"3699","19",49340595,49362457,"TEAD2"
"3700","6",35473597,35497079,"TEAD3"
"3701","12",2959330,3040676,"TEAD4"
"3702","7",98214624,98252232,"TECPR1"
"3703","14",102362941,102502477,"TECPR2"
"3704","17",30897336,30906238,"TEFM"
"3705","17",6789133,6831761,"TEKT1"
"3706","1",36084094,36088275,"TEKT2"
"3707","17",15303811,15341632,"TEKT3"
"3708","2",94871430,94876823,"TEKT4"
"3709","16",10627501,10694930,"TEKT5"
"3710","17",75979231,76005999,"TEN1-CDK3"
"3711","12",117038923,117099479,"TESC"
"3712","9",100302077,100352942,"TEX10"
"3713","X",70528940,70908711,"TEX11"
"3714","11",112167372,112172556,"TEX12"
"3715","17",58556678,58692055,"TEX14"
"3716","8",30831544,30913008,"TEX15"
"3717","17",82359247,82363775,"TEX19"
"3718","14",105398538,105450106,"TEX22"
"3719","13",30932656,30975500,"TEX26"
"3720","X",154271265,154295853,"TEX28"
"3721","13",111316184,111344249,"TEX29"
"3722","3",133746040,133796641,"TF"
"3723","16",4257186,4273075,"TFAP4"
"3724","8",132866958,133134903,"TG"
"3725","16",31471585,31477960,"TGFB1I1"
"3726","19",7914830,7919097,"TGFBR3L"
"3727","8",55773446,55826445,"TGS1"
"3728","11",2163929,2171815,"TH"
"3729","4",82893009,82900960,"THAP9-AS1"
"3730","20",23045633,23049672,"THBD"
"3731","4",56530606,56603507,"THEGL"
"3732","1",27872543,27886685,"THEMIS2"
"3733","10",25016612,25026664,"THNSL1"
"3734","2",88170295,88186636,"THNSL2"
"3735","17",40058290,40093867,"THRA"
"3736","3",24117153,24495756,"THRB"
"3737","11",134248279,134253370,"THYN1"
"3738","10",119571802,119597029,"TIAL1"
"3739","15",89575469,89631056,"TICRR"
"3740","19",7926718,7943667,"TIMM44"
"3741","X",47582408,47586789,"TIMP1"
"3742","3",12153068,12158912,"TIMP4"
"3743","3",149318498,149334414,"TM4SF18"
"3744","3",196319342,196338503,"TM4SF19"
"3745","4",163494442,163520539,"TMA16"
"3746","7",44577894,44582287,"TMED4"
"3747","5",115578642,115626161,"TMED7-TICAM2"
"3748","7",98846488,98870771,"TMEM130"
"3749","2",97756333,97995948,"TMEM131"
"3750","11",67461710,67469272,"TMEM134"
"3751","11",87037844,87328824,"TMEM135"
"3752","11",61361964,61377890,"TMEM138"
"3753","7",143279957,143288048,"TMEM139"
"3754","19",47045909,47048624,"TMEM160"
"3755","2",134455759,134719000,"TMEM163"
"3756","X",110002631,110182734,"TMEM164"
"3757","4",55395957,55453397,"TMEM165"
"3758","7",112762377,112790423,"TMEM168"
"3759","2",216081866,216102783,"TMEM169"
"3760","X",149596556,149631912,"TMEM185A"
"3761","2",120217479,120223400,"TMEM185B"
"3762","17",10729777,10815164,"TMEM220-AS1"
"3763","18",23197144,23437961,"TMEM241"
"3764","6",129831244,129861547,"TMEM244"
"3765","7",66921225,66958551,"TMEM248"
"3766","CHR_HSCHR14_7_CTG1",93184951,93187089,"TMEM251"
"3767","14",93184951,93188463,"TMEM251"
"3768","9",68536580,68540883,"TMEM252"
"3769","14",21098811,21103724,"TMEM253"
"3770","10",80078646,80092557,"TMEM254"
"3771","X",120258650,120311556,"TMEM255A"
"3772","CHR_HSCHR13_1_CTG5",113760262,113760337,"TMEM255B"
"3773","13",113759226,113816995,"TMEM255B"
"3774","CHR_HG2046_PATCH",7402975,7404097,"TMEM256"
"3775","17",7402975,7404097,"TMEM256"
"3776","11",61768501,61792802,"TMEM258"
"3777","19",1009648,1021179,"TMEM259"
"3778","X",103710909,103714032,"TMEM31"
"3779","4",41935129,41960803,"TMEM33"
"3780","2",119429901,119438504,"TMEM37"
"3781","19",16661139,16690023,"TMEM38A"
"3782","11",18693122,18704785,"TMEM86A"
"3783","19",55226638,55228784,"TMEM86B"
"3784","12",82686880,83134870,"TMTC2"
"3785","7",151081085,151083493,"TMUB1"
"3786","17",44186970,44191929,"TMUB2"
"3787","19",4639516,4655568,"TNFAIP8L1"
"3788","1",151156649,151159749,"TNFAIP8L2"
"3789","15",51056598,51105276,"TNFAIP8L3"
"3790","16",3018445,3022383,"TNFRSF12A"
"3791","CHR_HG2046_PATCH",7380534,7389774,"TNK1"
"3792","17",7380534,7389774,"TNK1"
"3793","10",91798426,91865475,"TNKS2"
"3794","19",55132698,55149206,"TNNT1"
"3795","17",50862223,50867978,"TOB1"
"3796","17",17843511,17972422,"TOM1L2"
"3797","2",24077433,24085861,"TP53I3"
"3798","7",87322943,87345560,"TP53TG1"
"3799","16",32673528,32676165,"TP53TG3"
"3800","20",45372557,45407889,"TP53TG5"
"3801","3",189631389,189897276,"TP63"
"3802","1",3735511,3747373,"TP73-AS1"
"3803","6",125119049,125264407,"TPD52L1"
"3804","20",63865228,63891545,"TPD52L2"
"3805","9",6328375,6331891,"TPD52L3"
"3806","12",6867119,6870948,"TPI1"
"3807","16",67389809,67393518,"TPPP3"
"3808","3",189238686,189240594,"TPRG1-AS2"
"3809","16",1240379,1242554,"TPSAB1"
"3810","13",45341345,45417975,"TPT1-AS1"
"3811","13",19422876,19561625,"TPTE2"
"3812","2",84821650,84907008,"TRABD2A"
"3813","1",47760528,47997385,"TRABD2B"
"3814","3",49828601,49856574,"TRAIP"
"3815","3",42013802,42225890,"TRAK1"
"3816","2",201377207,201451500,"TRAK2"
"3817","17",7930345,7932123,"TRAPPC1"
"3818","X",13712244,13734635,"TRAPPC2"
"3819","1",36136570,36156053,"TRAPPC3"
"3820","CHR_HG2217_PATCH",119018763,119025454,"TRAPPC4"
"3821","11",119018763,119025454,"TRAPPC4"
"3822","19",7680833,7687703,"TRAPPC5"
"3823","14",39147811,39170532,"TRAPPC6B"
"3824","18",31829197,31953136,"TRAPPC8"
"3825","8",139727725,140458579,"TRAPPC9"
"3826","6",41209634,41217947,"TREML3P"
"3827","8",109086585,109121565,"TRHR"
"3828","4",153152163,153339319,"TRIM2"
"3829","11",6448613,6474459,"TRIM3"
"3830","7",99876958,99919531,"TRIM4"
"3831","11",5663195,5938619,"TRIM5"
"3832","11",89993536,89999741,"TRIM53AP"
"3833","11",5596109,5612958,"TRIM6"
"3834","11",5596725,5644398,"TRIM6-TRIM34"
"3835","5",181193924,181205293,"TRIM7"
"3836","10",102644479,102658318,"TRIM8"
"3837","14",50975262,51096061,"TRIM9"
"3838","4",188139441,188147743,"TRIML1"
"3839","4",188091272,188109603,"TRIML2"
"3840","4",8436140,8493531,"TRMT44"
"3841","22",46330875,46357340,"TRMU"
"3842","1",26993692,27000886,"TRNP1"
"3843","20",35002404,35092807,"TRPC4AP"
"3844","17",75515944,75524735,"TSEN54"
"3845","X",73792205,73829231,"TSIX"
"3846","2",121737103,121767853,"TSN"
"3847","17",81637171,81648754,"TSPAN10"
"3848","12",30926428,30996602,"TSPAN11"
"3849","7",120787320,120858402,"TSPAN12"
"3850","10",80454265,80533124,"TSPAN14"
"3851","10",69451465,69507666,"TSPAN15"
"3852","19",11296139,11326996,"TSPAN16"
"3853","5",176647387,176659054,"TSPAN17"
"3854","11",44726465,44932423,"TSPAN18"
"3855","12",85014311,85036277,"TSPAN19"
"3856","Y",9466955,9469749,"TSPY1"
"3857","Y",6246223,6249019,"TSPY2"
"3858","Y",9398421,9401223,"TSPY3"
"3859","Y",9337464,9340284,"TSPY4"
"3860","Y",9357797,9360599,"TSPY8"
"3861","6",116267760,116279930,"TSPYL1"
"3862","X",53082367,53088540,"TSPYL2"
"3863","6",116249964,116254075,"TSPYL4"
"3864","8",97273488,97277928,"TSPYL5"
"3865","2",54253178,54256229,"TSPYL6"
"3866","17",2322396,2336657,"TSR1"
"3867","X",54440404,54448032,"TSR2"
"3868","16",1349240,1351878,"TSR3"
"3869","11",113314579,113383544,"TTC12"
"3870","1",230906243,230978875,"TTC13"
"3871","3",180602163,180617828,"TTC14"
"3872","9",127716079,127731590,"TTC16"
"3873","11",43358920,43494933,"TTC17"
"3874","17",15999784,16045015,"TTC19"
"3875","2",165933857,165949891,"TTC21B-AS1"
"3876","1",54779712,54801323,"TTC22"
"3877","15",99136323,99251223,"TTC23"
"3878","1",156579723,156587719,"TTC24"
"3879","7",139133744,139191986,"TTC26"
"3880","2",32628032,32821051,"TTC27"
"3881","22",27978014,28679840,"TTC28"
"3882","4",146706617,146945882,"TTC29"
"3883","2",177612999,177618742,"TTC30A"
"3884","2",177548998,177552796,"TTC30B"
"3885","1",51287258,51345116,"TTC39A"
"3886","Y",6470773,6473630,"TTTY8B"
"3887","12",49184686,49189080,"TUBA1A"
"3888","12",49127782,49131397,"TUBA1B"
"3889","12",49188736,49274600,"TUBA1C"
"3890","17",42609641,42615238,"TUBG1"
"3891","17",42659284,42667006,"TUBG2"
"3892","22",30969245,30979395,"TUG1"
"3893","14",95866587,95925663,"TUNAR"
"3894","18",9334767,9402420,"TWSG1"
"3895","22",36467046,36481640,"TXN2"
"3896","18",56597209,56651600,"TXNL1"
"3897","22",50525752,50530032,"TYMP"
"3898","18",657653,673578,"TYMS"
"3899","11",89177875,89295759,"TYR"
"3900","19",35742464,35745445,"U2AF1L4"
"3901","X",47190861,47215128,"UBA1"
"3902","19",34428352,34471251,"UBA2"
"3903","3",69054730,69080408,"UBA3"
"3904","3",132654446,132679794,"UBA5"
"3905","19",18571730,18577550,"UBA52"
"3906","4",67612652,67701155,"UBA6"
"3907","9",135932969,135961373,"UBAC1"
"3908","13",99200774,99386504,"UBAC2"
"3909","16",4608883,4615027,"UBALD1"
"3910","17",76265348,76271298,"UBALD2"
"3911","6",89326625,89352722,"UBE2J1"
"3912","1",1253909,1273864,"UBE2J2"
"3913","9",33817160,33920399,"UBE2R2"
"3914","20",3106913,3150867,"UBOX5-AS1"
"3915","17",44205033,44221626,"UBTF"
"3916","1",20186096,20196050,"UBXN10"
"3917","1",26281328,26318363,"UBXN11"
"3918","7",100888721,100889715,"UFSP1"
"3919","4",185399537,185425979,"UFSP2"
"3920","4",39498755,39528311,"UGDH"
"3921","2",233681901,233773300,"UGT1A7"
"3922","12",100028455,100142874,"UHRF1BP1L"
"3923","2",98608579,98618515,"UNC50"
"3924","5",176810519,176880898,"UNC5A"
"3925","10",71212570,71302864,"UNC5B"
"3926","4",95162504,95549206,"UNC5C"
"3927","8",35235475,35796550,"UNC5D"
"3928","7",1232872,1237326,"UNCX"
"3929","16",1363205,1414751,"UNKL"
"3930","19",18831959,18868230,"UPF1"
"3931","10",11920022,12043170,"UPF2"
"3932","19",35666517,35678481,"UPK1A"
"3933","3",119173517,119205143,"UPK1B"
"3934","11",118925164,118958559,"UPK2"
"3935","13",27977717,27988693,"URAD"
"3936","19",17215346,17219829,"USE1"
"3937","16",84699986,84779922,"USP10"
"3938","X",47232866,47248328,"USP11"
"3939","13",27066156,27171811,"USP12"
"3940","3",179653032,179804366,"USP13"
"3941","18",158383,214629,"USP14"
"3942","12",62260338,62417431,"USP15"
"3943","21",29024629,29054488,"USP16"
"3944","4",9363129,9364721,"USP17L30"
"3945","22",18150118,18177397,"USP18"
"3946","3",49108046,49120938,"USP19"
"3947","15",63544247,63601589,"USP3-AS1"
"3948","17",16796043,16802427,"USP32P1"
"3949","17",18513285,18519674,"USP32P2"
"3950","11",78188812,78215232,"USP35"
"3951","10",11460510,11611666,"USP6NL"
"3952","X",41085445,41236579,"USP9X"
"3953","Y",12537650,12860839,"USP9Y"
"3954","3",191267168,191330526,"UTS2B"
"3955","17",82371765,82377458,"UTS2R"
"3956","Y",13234577,13480673,"UTY"
"3957","4",1345691,1395989,"UVSSA"
"3958","16",70755035,70773251,"VAC14-AS1"
"3959","19",6772708,6857366,"VAV1"
"3960","9",133761894,133992604,"VAV2"
"3961","1",107571161,107965180,"VAV3"
"3962","1",100719742,100739045,"VCAM1"
"3963","9",35053928,35072668,"VCP"
"3964","7",101162509,101165569,"VGF"
"3965","17",4785285,4786433,"VMO1"
"3966","17",59707192,59842255,"VMP1"
"3967","9",77177445,77421537,"VPS13A"
"3968","8",99013266,99877580,"VPS13B"
"3969","15",61852389,62060473,"VPS13C"
"3970","1",12230030,12512047,"VPS13D"
"3971","CHR_HG2419_PATCH",144423600,144428562,"VPS28"
"3972","8",144423601,144428563,"VPS28"
"3973","12",110491083,110502111,"VPS29"
"3974","11",65089324,65111862,"VPS51"
"3975","CHR_HSCHR6_MHC_MCF_CTG1",33420661,33442416,"VPS52"
"3976","CHR_HSCHR6_MHC_MANN_CTG1",33404140,33405839,"VPS52"
"3977","CHR_HSCHR6_MHC_SSTO_CTG1",33390441,33412193,"VPS52"
"3978","CHR_HSCHR6_MHC_DBB_CTG1",33228191,33249968,"VPS52"
"3979","CHR_HSCHR6_MHC_COX_CTG1",33171888,33193647,"VPS52"
"3980","CHR_HSCHR6_MHC_QBL_CTG1",33179079,33200871,"VPS52"
"3981","6",33250272,33272047,"VPS52"
"3982","CHR_HG2285_HG106_HG2252_PATCH",470782,683831,"VPS53"
"3983","17",508503,721717,"VPS53"
"3984","2",63892146,64019428,"VPS54"
"3985","16",89711856,89718165,"VPS9D1-AS1"
"3986","2",17539126,17657018,"VSNL1"
"3987","CHR_HSCHR19LRC_LRC_J_CTG3_1",54040833,54063953,"VSTM1"
"3988","CHR_HSCHR19LRC_LRC_T_CTG3_1",54040833,54063953,"VSTM1"
"3989","CHR_HSCHR19LRC_COX2_CTG3_1",54040833,54063953,"VSTM1"
"3990","CHR_HSCHR19LRC_LRC_I_CTG3_1",54040833,54063953,"VSTM1"
"3991","CHR_HSCHR19LRC_PGF2_CTG3_1",54040833,54063953,"VSTM1"
"3992","CHR_HSCHR19LRC_LRC_S_CTG3_1",54040833,54063953,"VSTM1"
"3993","CHR_HSCHR19LRC_COX1_CTG3_1",54040833,54063953,"VSTM1"
"3994","CHR_HSCHR19LRC_PGF1_CTG3_1",54040833,54063953,"VSTM1"
"3995","CHR_HSCHR19_4_CTG3_1",54040829,54063953,"VSTM1"
"3996","19",54040825,54063953,"VSTM1"
"3997","10",49014236,49115522,"VSTM4"
"3998","11",93818232,93850618,"VSTM5"
"3999","10",112446998,112818744,"VTI1A"
"4000","14",67647085,67674820,"VTI1B"
"4001","1",1434861,1442882,"VWA1"
"4002","10",114239254,114294489,"VWA2"
"4003","16",22092538,22156964,"VWA3A"
"4004","2",98087116,98313299,"VWA3B"
"4005","CHR_HSCHR6_MHC_MCF_CTG1",31841886,31853590,"VWA7"
"4006","CHR_HSCHR6_MHC_APD_CTG1",31832609,31844312,"VWA7"
"4007","CHR_HSCHR6_MHC_SSTO_CTG1",31756347,31768050,"VWA7"
"4008","CHR_HSCHR6_MHC_COX_CTG1",31752967,31764655,"VWA7"
"4009","CHR_HSCHR6_MHC_DBB_CTG1",31747771,31759475,"VWA7"
"4010","6",31765590,31777328,"VWA7"
"4011","13",41566835,41961120,"VWA8"
"4012","12",5948877,6124770,"VWF"
"4013","2",74458400,74460891,"WBP1"
"4014","17",75845699,75856507,"WBP2"
"4015","4",10068089,10116972,"WDR1"
"4016","10",120851305,120909524,"WDR11"
"4017","2",202874261,203014798,"WDR12"
"4018","X",48590042,48608869,"WDR13"
"4019","4",176065841,176182818,"WDR17"
"4020","19",984332,998438,"WDR18"
"4021","4",39182504,39285810,"WDR19"
"4022","7",135183839,135211555,"WDR91"
"4023","12",65050626,65121305,"WIF1"
"4024","12",752579,911452,"WNK1"
"4025","X",54192823,54358642,"WNK3"
"4026","12",48978322,48982620,"WNT1"
"4027","2",218880852,218899581,"WNT10A"
"4028","12",48965340,48971735,"WNT10B"
"4029","7",117275451,117323152,"WNT2"
"4030","CHR_HSCHR17_2_CTG5",46591415,46662074,"WNT3"
"4031","CHR_HSCHR17_1_CTG5",47057885,47113984,"WNT3"
"4032","17",46762506,46833154,"WNT3"
"4033","1",22117313,22143969,"WNT4"
"4034","2",218859805,218874233,"WNT6"
"4035","22",45920366,45977162,"WNT7B"
"4036","16",78099400,79212667,"WWOX"
"4037","8",86342547,86478420,"WWP1"
"4038","16",69762328,69941741,"WWP2"
"4039","22",28794555,28800597,"XBP1"
"4040","X",2752040,2816500,"XG"
"4041","3",39183210,39192596,"XIRP1"
"4042","2",166888480,167259753,"XIRP2"
"4043","X",37685791,37732130,"XK"
"4044","19",43543311,43580473,"XRCC1"
"4045","7",152644776,152676193,"XRCC2"
"4046","14",103697609,103715504,"XRCC3"
"4047","5",83077498,83353787,"XRCC4"
"4048","2",216107464,216206303,"XRCC5"
"4049","22",41621163,41664048,"XRCC6"
"4050","11",74807739,74949200,"XRRA1"
"4051","21",46286342,46297751,"YBEY"
"4052","1",42682418,42703805,"YBX1"
"4053","CHR_HG2087_PATCH",7288263,7294639,"YBX2"
"4054","17",7288263,7294639,"YBX2"
"4055","12",10699089,10723323,"YBX3"
"4056","16",31568386,31569475,"YBX3P1"
"4057","20",44885702,44908532,"YWHAB"
"4058","CHR_HSCHR17_2_CTG2",1247054,1303157,"YWHAE"
"4059","17",1344275,1400222,"YWHAE"
"4060","22",31944522,31957603,"YWHAH"
"4061","2",9583967,9630997,"YWHAQ"
"4062","8",100916523,100953388,"YWHAZ"
"4063","1",155659443,155689000,"YY1AP1"
"4064","11",10858179,10908972,"ZBED5-AS1"
"4065","19",4043303,4066899,"ZBTB7A"
"4066","1",155002630,155018523,"ZBTB7B"
"4067","18",48026672,48410752,"ZBTB7C"
"4068","1",37474580,37484377,"ZC3H12A"
"4069","X",65034788,65507887,"ZC3H12B"
"4070","11",110093392,110171841,"ZC3H12C"
"4071","6",149446795,149485014,"ZC3H12D"
"4072","7",130018287,130051451,"ZC3HC1"
"4073","5",132996985,133026604,"ZCCHC10"
"4074","X",118823824,118826968,"ZCCHC12"
"4075","16",87406246,87493024,"ZCCHC14"
"4076","1",31296982,31364953,"ZCCHC17"
"4077","X",104112131,104115842,"ZCCHC18"
"4078","10",79382325,79445624,"ZCCHC24"
"4079","13",21348784,21459370,"ZDHHC20"
"4080","9",14611071,14693432,"ZDHHC21"
"4081","14",77131270,77142734,"ZDHHC22"
"4082","3",113947901,113965401,"ZDHHC23"
"4083","11",66520637,66546235,"ZDHHC24"
"4084","10",31318495,31529814,"ZEB1"
"4085","20",49278178,49299600,"ZFAS1"
"4086","8",134598071,134600689,"ZFAT-AS1"
"4087","8",76681239,76867281,"ZFHX4"
"4088","8",76491200,76683504,"ZFHX4-AS1"
"4089","8",143246821,143262705,"ZFP41"
"4090","4",187995771,188005046,"ZFP42"
"4091","16",68530090,68576072,"ZFP90"
"4092","11",58579063,58621550,"ZFP91"
"4093","X",153411472,153426481,"ZFP92"
"4094","19",3804024,3869038,"ZFR2"
"4095","14",67727374,67816590,"ZFYVE26"
"4096","19",10304803,10309880,"ZGLP1"
"4097","19",56774547,56840731,"ZIM2"
"4098","19",57134096,57145202,"ZIM3"
"4099","19",44326555,44367217,"ZNF112"
"4100","19",48270081,48287608,"ZNF114"
"4101","7",64971772,65006684,"ZNF117"
"4102","12",133080474,133107526,"ZNF140"
